variant_id,statistical_role,event_f1,event_recall,pooled_false_alarm_onsets_per_negative_hour,maximum_profile_false_alarm_onsets_per_negative_hour,unsafe_forward_l_before_detection
flowtwin_hybrid_v03_dev,conditional_on_validation_feasibility,0.8769017980636238,0.9109195402298851,5.744407089196033,9.42065261912347,436.17709970474243
flowtwin_guard,conditional_on_validation_feasibility,0.900398406374502,0.9741379310344828,7.7698916697796045,9.092977745414826,10.50718069076538
dspr_diagnostic_adaptation,conditional_on_validation_feasibility,0.884375,0.8132183908045977,3.2761936385395485,4.177854639785191,3674.2739028930664
